Plane1_Index,Plane2_Index,Inter_Trend,Inter_Plunge,FS
0,1,157.49999999999997,63.930235588224534,0.3425700643256881
0,2,159.49999999999994,63.97849721758765,0.3418393904986988
0,8,225.91626103331726,42.034229188917756,0.7767255901619624
0,24,212.50387296814873,52.51743200019964,0.5369497518945743
0,37,230.62919332641258,36.764715013590155,0.9371894531685875
0,39,191.4062922372327,60.75702959292271,0.39202221914241453
0,100,214.10420950630126,51.548355389363145,0.5560060209761033
0,101,214.77134431648474,51.12517695609203,0.5644884227051478
0,102,206.42713232103128,55.668341042162346,0.47821635163782245
0,103,213.23958072749255,52.079829805268126,0.5454926885529515
0,104,202.22981086463426,57.42773268980976,0.4473240151526986
0,105,210.38030714546488,53.708880373191256,0.5141865037613281
0,106,204.58392419576043,56.4786381913834,0.4638327820817007
0,107,202.82052664329433,57.198210141763276,0.45128392431301423
0,108,205.08563865745202,56.264140066982435,0.46761380475817266
0,109,203.26801730693907,57.02055175773888,0.454363091332904
0,110,202.04791686483244,57.4972798490214,0.4461281350266442
0,111,210.4606080364703,53.66569014645038,0.5149994063706763
0,112,203.87550754253542,56.774039183338616,0.4586562312465961
0,113,205.08563865745202,56.264140066982435,0.46761380475817266
0,114,211.64134088128802,53.01391896227065,0.5273775808130621
0,115,205.08563865745202,56.264140066982435,0.46761380475817266
0,116,205.08563865745202,56.264140066982435,0.46761380475817266
0,117,208.6807454987064,54.59039738323752,0.4977882383366456
0,118,205.048186108389,56.280305959576665,0.46732818643160123
0,119,211.19024442751729,53.2666613886564,0.5225526798237645
0,120,200.0120799037929,58.240689598620854,0.43345894100537186
0,121,207.52294771964347,55.15665136918467,0.48744299150222126
0,122,211.19024442751729,53.2666613886564,0.5225526798237645
0,123,210.58243475371592,53.5998927290282,0.5162395434133478
0,124,208.23220111047274,54.81297077608867,0.4937047255043375
0,125,209.4914778606346,54.17755609396328,0.5054226797820885
0,126,202.47926817376126,57.33149292143857,0.44898194419044746
0,127,198.55055049571936,58.73650524031421,0.4251220424209953
0,128,206.3310218504953,55.71212961461568,0.4774320149430297
0,129,198.55055049571936,58.73650524031421,0.4251220424209953
0,130,210.1188067274857,53.8485474358526,0.5115639124062553
0,131,210.1188067274857,53.8485474358526,0.5115639124062553
0,132,197.8871987456725,58.95160950485973,0.4215324272114366
0,133,208.23220111047274,54.81297077608867,0.4937047255043375
0,134,209.01438252921878,54.42216430483123,0.5008897709636045
0,135,195.67092167920086,59.62751813372968,0.41035739509157765
0,136,209.01438252921878,54.42216430483123,0.5008897709636045
0,137,199.7234552203136,58.341042290421136,0.43176439780236153
0,138,207.87557990838457,54.987028834628305,0.49052687439049636
0,139,192.63834849546407,60.4525512304295,0.3969242062060583
0,140,203.1598721249205,57.063789091390944,0.4536125658050126
0,141,198.3306831198245,58.80847497851784,0.4239192111806546
0,142,196.21996510891623,59.46604470512896,0.4130129034179769
1,39,196.52603649954318,56.07216389743949,0.4710138916595916
1,100,209.90083104155485,48.2308043825256,0.6253807133512443
1,101,210.7072831837405,47.60585129152336,0.639246225242774
1,102,202.45411136119222,53.11938905092435,0.5253602550032528
1,103,209.33524427774267,48.656887095017,0.6160814960781154
1,104,198.49648561983693,55.16928128764214,0.4872138778283683
1,105,206.51169864621227,50.64176652042635,0.5743026511028929
1,106,200.80562985918095,54.01385467649561,0.5084719070337302
1,107,199.07540369216434,54.88981382080128,0.4923000964047523
1,108,201.4606080364703,53.66569014645038,0.5149994063706763
1,109,199.6807454987064,54.590397383237516,0.49778823833664587
1,110,198.48789293167047,55.17337948192867,0.4871395494310891
1,111,206.74127520007968,50.488851834335236,0.5774354088550576
1,112,200.27524988482338,54.28901041073569,0.5033538362030986
1,113,201.4606080364703,53.66569014645038,0.5149994063706763
1,114,207.9043360437628,49.6915854706202,0.5939959901968054
1,115,201.4606080364703,53.66569014645038,0.5149994063706763
1,116,201.4606080364703,53.66569014645038,0.5149994063706763
1,117,204.99000736581374,51.6196404980639,0.5545869536109975
1,118,201.58243475371592,53.5998927290282,0.5162395434133478
1,119,207.60768599839218,49.898574431969145,0.5896592733839383
1,120,196.6693315423317,56.00894437490534,0.4721369250610989
1,121,204.00620814419005,52.22007507362091,0.5427437981613757
1,122,207.60768599839218,49.898574431969145,0.5896592733839383
1,123,207.01004213861253,50.30798922064695,0.5811585855518899
1,124,204.8531775695606,51.704610530424084,0.5528991104659423
1,125,206.08764479829077,50.92044921754176,0.5686283915922128
1,126,199.23220111047274,54.81297077608866,0.4937047255043376
1,127,195.41388811455923,56.55033175153822,0.46257320153289233
1,128,202.99208770440794,52.8141418040474,0.5312141016873798
1,129,195.41388811455923,56.55033175153822,0.46257320153289233
